run,R_active,t_to_thr_base,t_to_thr_reset,residual_base,residual_reset
436,2.9976021664879227e-15,0.0,0.0,5.119607446047401,5.079227668569827
437,nan,0.0,0.0,4.501511099556219,4.501511099556219
438,nan,0.0,0.0,4.621050892222074,4.621050892222074
439,nan,0.0,0.0,4.021095702524306,4.021095702524306
440,3.219646771412954e-15,0.0,0.0,5.245787033454508,5.1891186775618365
441,nan,0.0,0.0,4.607371320050053,4.607371320050053
442,nan,0.0,0.0,4.633057703824691,4.633057703824691
443,2.4424906541753444e-15,0.0,0.0,4.7869044868391635,4.780577606936453
444,nan,0.0,0.0,4.0473428504060465,4.0473428504060465
445,nan,0.0,0.0,3.939791271888651,3.939791271888651
446,nan,0.0,0.0,3.960333251142248,3.960333251142248
447,nan,0.0,0.0,3.8800261223284425,3.8800261223284425
448,nan,0.0,0.0,3.9187132304331462,3.9187132304331462
449,nan,0.0,0.0,4.415932193074694,4.415932193074694
450,nan,0.0,0.0,4.242232916695265,4.242232916695265
451,2.886579864025407e-15,0.0,0.0,5.054690997715534,5.026484256787231
452,2.886579864025407e-15,0.0,0.0,4.669439737080937,4.669397356490266
453,nan,0.0,0.0,4.41915609939275,4.41915609939275
454,nan,0.0,0.0,4.630288644081879,4.630288644081879
455,nan,0.0,0.0,4.0376453835053026,4.0376453835053026
456,nan,0.0,0.0,4.066698944569814,4.066698944569814
457,2.9976021664879227e-15,0.0,0.0,5.0549725949469995,5.025890562654064
458,2.9976021664879227e-15,0.0,0.0,4.758526557458329,4.754663925729567
459,nan,0.0,0.0,3.8987181271341096,3.8987181271341096
460,nan,0.0,0.0,4.580737453320936,4.580737453320936
461,nan,0.0,0.0,4.1416486508167605,4.1416486508167605
462,nan,0.0,0.0,3.98054808292871,3.98054808292871
463,nan,0.0,0.0,4.3074169304754735,4.3074169304754735
464,nan,0.0,0.0,3.9859866980551333,3.9859866980551333
465,nan,0.0,0.0,3.811091084454516,3.811091084454516
466,2.275957200481571e-15,0.0,0.0,4.722616348111755,4.722492073047726
467,2.3314683517128287e-15,0.0,0.0,4.691701000442471,4.691445841881806
468,nan,0.0,0.0,4.271133203913151,4.271133203913151
469,2.942091015256665e-15,0.0,0.0,5.233949533515683,5.181656528104757
470,nan,0.0,0.0,4.36719670475318,4.36719670475318
471,nan,0.0,0.0,4.549941653346232,4.549941653346232
472,nan,0.0,0.0,4.013952332089898,4.013952332089898
473,nan,0.0,0.0,4.092183674877641,4.092183674877641
474,nan,0.0,0.0,4.03565389861301,4.03565389861301
475,nan,0.0,0.0,4.666569814137888,4.666569814137888
476,nan,0.0,0.0,3.870141233956366,3.870141233956366
477,nan,0.0,0.0,4.457551080858912,4.457551080858912
478,nan,0.0,0.0,4.3404220402652385,4.3404220402652385
479,nan,0.0,0.0,3.7799038473536735,3.7799038473536735
480,3.885780586188048e-15,0.0,0.0,4.789681537377832,4.778745352330707
481,nan,0.0,0.0,3.9769090048812155,3.9769090048812155
482,2.220446049250313e-15,0.0,0.0,4.671343735049969,4.670918461262665
483,nan,0.0,0.0,4.007268829654422,4.007268829654422
484,nan,0.0,0.0,4.301804199235716,4.301804199235716
485,nan,0.0,0.0,4.245001852541945,4.245001852541945
486,nan,0.0,0.0,4.557701534863152,4.557701534863152
487,nan,0.0,0.0,4.537865632526305,4.537865632526305
488,nan,0.0,0.0,3.7833533101903307,3.7833533101903307
489,nan,0.0,0.0,3.9184250846349666,3.9184250846349666
490,3.608224830031759e-15,0.0,0.0,4.68659077832124,4.685074900565491
491,nan,0.0,0.0,3.9618425173534675,3.9618425173534675
492,nan,0.0,0.0,4.160084220585523,4.160084220585523
493,3.497202527569243e-15,0.0,0.0,4.820962568193553,4.810670013433003
494,2.9976021664879227e-15,0.0,0.0,4.983654570319618,4.959055668358799
495,nan,0.0,0.0,3.5450188507586833,3.5450188507586833
496,nan,0.0,0.0,3.562947460337254,3.562947460337254
497,3.1086244689504383e-15,0.0,0.0,4.879574125358882,4.864152409875516
498,nan,0.0,0.0,3.6621112997844603,3.6621112997844603
499,nan,0.0,0.0,4.098412713494388,4.098412713494388
